target,f1,f2,f3,f4,f5,f6,f7,f8,f9
12.13,60.65,18.35,83.9,0.05,478.6,292.9,220500,5,20
3.31,16.55,0,85.7,0,500,94.8,189000,10,35
37.91,189.55,144.7,0,0.1,397.45,500,121500,5,20
50.51,252.55,82.1,0,0.1,475.5,500,252000,10,30
63.86,319.3,127.45,0,0.15,464.35,500,166500,5,15
5.26,26.3,21.8,0,0,384.95,500,63000,10,30
4.07,20.35,0,52.9,0,500,179.5,220500,10,30
53.57,267.85,163.1,0,0.1,427.05,500,306000,5,20
4.36,21.8,0,91.8,0,500,115.5,382500,5,10
55.73,278.65,213.85,0,0.15,396.65,500,333000,5,10
107.68,538.4,453.4,0,0.25,382.45,500,157500,5,5
31.36,156.8,5.95,9.9,0.05,499.65,499,319500,5,15
24.12,120.6,77.95,0,0.05,419.9,500,54000,5,15
3.74,18.7,26.8,0,0,286.1,500,31500,5,20
2.92,14.6,20.9,0,0,286.35,500,40500,10,35
3.38,16.9,33.85,0,0,223.35,500,112500,5,25
48.38,241.9,140.05,0,0.1,432.7,500,216000,5,20
65.34,326.7,169.4,0,0.15,443.9,500,171000,5,5
77,385,255.25,0,0.2,416.75,500,364500,5,25
95.33,476.65,236.35,0,0.2,447.95,500,207000,10,30
2.66,13.3,23.6,0,0,245.5,500,22500,5,25
93.64,468.2,166.7,0,0.2,471.05,500,184500,5,25
6.77,33.85,0,98.45,0,500,162.55,229500,5,20
2.88,14.4,27.35,0,0,232.95,500,130500,5,25
3.31,16.55,0,46.25,0,500,168.45,333000,10,35
2.95,14.75,26.3,0,0,244.6,500,126000,5,5
122.11,610.55,349.4,0,0.3,433.95,500,211500,5,10
3.46,17.3,21.4,0,0,314.35,500,414000,5,15
3.1,15.5,16.9,0,0,337.95,500,414000,5,25
2.7,13.5,24.65,0,0,240.15,500,0,10,30
53.06,265.3,191.7,0,0.1,405.25,500,207000,5,5
3.13,15.65,0,84.8,0,500,90.75,198000,10,35
3.2,16,23.2,0,0,283.85,500,54000,5,25
52.02,260.1,133.55,0,0.1,444.8,500,279000,10,30
2.99,14.95,25.2,0,0,255.1,500,40500,5,5
49.93,249.65,71.8,0,0.1,480.5,500,297000,5,15
72.5,362.5,252.2,0,0.15,410.45,500,157500,5,15
81.65,408.25,213.5,0,0.2,443.05,500,252000,5,15
45.79,228.95,59.75,1.6,0.1,483.8,500,346500,10,35
3.38,16.9,35.3,0,0,215.9,500,49500,5,5
2.77,13.85,22.3,0,0,263.8,500,126000,5,15
3.46,17.3,19.45,0,0,332.3,500,126000,5,10
132.01,660.05,240.1,0,0.3,469.9,500,180000,5,10
2.77,13.85,27.35,0,0,225.9,500,67500,5,20
5.58,27.9,13.7,1.25,0,448.8,499.5,144000,5,5
69.52,347.6,238.85,0,0.15,412.1,500,342000,5,25
3.42,17.1,33.1,0,0,229.5,500,90000,10,30
2.84,14.2,0,25.75,0,500,241.45,409500,10,30
2.81,14.05,23.6,0,0,255.75,500,103500,10,35
2.95,14.75,27.7,0,0,235,500,405000,10,30
62.14,310.7,30.8,4.15,0.15,497.55,499.95,355500,5,5
52.02,260.1,35.3,3.6,0.1,495.45,499.95,319500,5,15
54.76,273.8,189.55,0,0.15,411.1,500,337500,5,10
59.76,298.8,110.9,0,0.15,468.75,500,207000,5,15
3.85,19.25,23.4,0,0,317.65,500,139500,5,25
2.99,14.95,25,0,0,256.6,500,36000,10,30
63.83,319.15,236.7,0,0.15,401.6,500,216000,5,25
4.79,23.95,0,132.65,0,500,88.85,342000,10,35
2.48,12.4,25,0,0,222.15,500,99000,5,15
3.17,15.85,21.4,0,0,297.6,500,31500,5,5
71.35,356.75,159.3,0,0.15,456.55,500,180000,5,20
7.45,37.25,0,126.9,0,500,140.85,229500,5,25
4.61,23.05,0,100.6,0,500,111.65,387000,5,20
35.82,179.1,83,10.45,0.1,453.65,499.15,328500,5,20
3.17,15.85,23.6,0,0,278.75,500,27000,10,35
3.67,18.35,21.95,0,0,320.7,500,427500,5,5
102.64,513.2,246.05,0,0.25,450.85,500,18000,5,10
55.87,279.35,174.8,0,0.15,423.85,500,283500,5,25
71.06,355.3,177.3,0,0.15,447.4,500,243000,5,15
54.94,274.7,160,0,0.15,432.05,500,310500,5,25
85.54,427.7,185.95,0,0.2,458.55,500,279000,5,15
107.17,535.85,366.1,0,0.25,412.85,500,153000,5,20
32.9,164.5,0,23.95,0.1,500,494.8,319500,5,25
3.17,15.85,35.3,0,0,204.8,500,54000,5,15
3.13,15.65,20,0,0,308.15,500,99000,5,10
4.18,20.9,0,134.3,0,500,76.9,369000,10,30
41.04,205.2,9.55,5.75,0.1,499.45,499.8,364500,5,5
26.17,130.85,2.9,9.7,0.05,499.9,498.65,279000,10,30
3.38,16.9,0,71.8,0,500,114.55,162000,5,10
49.93,249.65,96.5,0,0.1,466.35,500,274500,5,10
30.67,153.35,0,48.95,0.05,500,476.3,319500,5,5
2.84,14.2,29.5,0,0,216.85,500,103500,10,35
4.79,23.95,0,104.05,0,500,112.15,364500,10,30
68.62,343.1,152.65,0,0.15,456.85,500,162000,5,5
3.06,15.3,20.15,0,0,302.35,500,81000,10,35
83.66,418.3,179.1,0,0.2,459.65,500,283500,10,30
4.43,22.15,14.2,0.9,0,420.95,499.6,40500,5,20
3.28,16.4,5.95,51.1,0,470,152.8,400500,5,20
2.7,13.5,8.3,2,0,425.95,494.6,130500,5,10
56.95,284.75,106.55,0,0.15,468.3,500,193500,5,25
3.6,18,17.1,0,0,362.5,500,427500,5,10
2.84,14.2,23.95,0,0,255,500,0,5,10
105.77,528.85,315,0,0.25,429.55,500,211500,5,25
3.06,15.3,15.85,0,0,347.25,500,49500,10,30
3.42,17.1,11,1.1,0,420.5,498.95,99000,5,20
5.33,26.65,0,105.5,0,500,122.45,283500,10,30
32.44,162.2,0,34,0.05,500,489.35,319500,5,10
32.08,160.4,75.6,7.75,0.05,452.3,499.4,328500,5,15
3.49,17.45,12.6,0,0,405.35,500,36000,5,5
59.62,298.1,188.65,0,0.15,422.5,500,243000,5,10
2.77,13.85,25.4,0,0,239.35,500,76500,10,30
2.81,14.05,25.9,0,0,238.4,500,27000,10,35
3.53,17.65,24.1,0,0,295.45,500,27000,5,5
104.11,520.55,200.5,0,0.25,466.6,500,360000,5,15
3.6,18,17.45,0,0,359,500,31500,5,10
3.35,16.75,0,83.9,0,500,97.9,297000,10,35
3.06,15.3,15.5,0,0,351.25,500,103500,5,25
31.36,156.8,53.8,14.95,0.05,472.95,497.75,238500,5,20
5.94,29.7,29.35,0,0,355.65,500,67500,5,10
3.31,16.55,26.1,0,0,267.75,500,144000,10,30
2.81,14.05,25.9,0,0,238.4,500,0,5,25
119.59,597.95,271.25,0,0.25,455.35,500,342000,5,15
6.55,32.75,26.8,0,0,386.95,500,94500,10,30
24.26,121.3,16,29.9,0.05,495.7,485.45,238500,5,15
4.1,20.5,22.15,0,0,339.6,500,99000,5,15
3.74,18.7,25,0,0,299.5,500,22500,10,30
62.53,312.65,166.5,0,0.15,441.3,500,252000,5,20
3.6,18,0,121.5,0,500,73.25,396000,10,35
66.56,332.8,210.4,0,0.15,422.6,500,216000,5,10
4,20,14.95,1.1,0,400.5,499.25,126000,5,5
42.37,211.85,201.8,0,0.1,362.05,500,148500,5,15
3.71,18.55,20.5,0,0,335.5,500,423000,5,25
3.42,17.1,21.8,0,0,308.6,500,36000,10,35
3.28,16.4,0,83.9,0,500,95.9,274500,10,35
3.13,15.65,21.4,0,0,295.15,500,13500,5,10
3.2,16,0,69.65,0,500,111.95,238500,10,35
2.81,14.05,26.45,0,0,234.55,500,31500,5,20
2.95,14.75,22.3,0,0,275.85,500,108000,5,20
3.92,19.6,26.3,0,0,298.8,500,13500,5,25
2.74,13.7,0,59.95,0,500,111.4,198000,10,35
113.29,566.45,264.8,0,0.25,452.95,500,171000,5,15
61.56,307.8,162.2,0,0.15,442.35,500,189000,5,25
48.42,242.1,121.7,0,0.1,446.75,500,346500,5,25
47.16,235.8,42.5,0,0.1,492.05,500,243000,5,20
106.45,532.25,277.2,0,0.25,443.45,500,333000,5,10
4.25,21.25,0,88.55,0,500,116.7,261000,10,35
54.86,274.3,57.25,0,0.15,489.45,500,342000,5,10
2.52,12.6,25.55,0,0,221.15,500,67500,5,20
34.81,174.05,44.45,0,0.1,484.45,500,270000,10,30
2.63,13.15,21.4,0,0,261.75,500,67500,10,35
4.18,20.9,18.7,0,0,372.6,500,85500,10,35
4.61,23.05,25,1.8,0,338.95,498.5,157500,10,35
3.28,16.4,0,123.5,0,500,65.8,360000,5,15
38.84,194.2,136.1,0,0.1,409.45,500,72000,5,15
3.35,16.75,20.7,0,0,314.5,500,76500,5,10
5.33,26.65,0,105.85,0,500,122.1,337500,10,30
37.76,188.8,76.15,0,0.1,463.7,500,351000,5,10
2.95,14.75,22.5,0,0,274.15,500,58500,5,5
2.92,14.6,26.65,0,0,240.25,500,85500,5,5
7.6,38,0,111.8,0,500,160.9,378000,5,15
4.36,21.8,0,131.05,0,500,82.05,391500,5,10
3.31,16.55,23.2,0,0,290.35,500,45000,5,25
116.64,583.2,244.25,0,0.25,461.2,500,261000,5,15
3.06,15.3,18.9,0,0,314.6,500,67500,5,20
2.52,12.6,23.2,0,0,238.65,500,13500,10,35
4.9,24.5,0,130.5,0,500,92.25,225000,5,25
3.71,18.55,12.8,0.55,0,411.55,499.8,81000,5,10
4.68,23.4,18.9,0,0,388.95,500,117000,5,10
2.81,14.05,26.8,0,0,232.15,500,31500,10,35
66.89,334.45,100.6,0,0.15,478.8,500,265500,5,15
2.77,13.85,20,0,0,284.65,500,414000,10,30
2.77,13.85,0,68.95,0,500,98.45,346500,10,30
3.42,17.1,0,65.35,0,500,126.55,396000,5,5
98.42,492.1,275.4,0,0.25,436.3,500,216000,5,5
73.55,367.75,342,0,0.15,366.15,500,157500,5,5
3.13,15.65,29.9,0,0,231.85,500,130500,5,15
3.49,17.45,24.1,0,0,293.25,500,13500,5,20
3.24,16.2,19.8,0,0,316.6,500,130500,5,20
52.38,261.9,128.9,0,0.1,448.6,500,364500,5,20
38.2,191,72.35,0,0.1,467.6,500,346500,5,10
54.22,271.1,197.8,0,0.1,403.9,500,153000,5,25
2.59,12.95,21.25,0,0,260.2,500,99000,10,30
51.84,259.2,126.35,0,0.1,449.45,500,184500,5,25
61.56,307.8,111.95,0,0.15,469.9,500,364500,5,5
5.94,29.7,22.5,0,0,398.55,500,27000,5,10
53.06,265.3,146,0,0.1,438.05,500,297000,5,10
3.24,16.2,0,68.05,0,500,115.8,220500,10,35
3.02,15.1,0,84.6,0,500,87.85,301500,10,35
50.65,253.25,210.8,0,0.1,384.3,500,211500,5,5
4.28,21.4,19.6,0,0,368.7,500,36000,5,5
104.18,520.9,393.85,0,0.25,398.85,500,153000,5,20
3.85,19.25,20.9,0,0,338.75,500,139500,5,5
46.26,231.3,86.4,0,0.1,468.4,500,306000,5,15
55.48,277.4,204.3,0,0.15,402.6,500,211500,5,20
39.6,198,85.7,0,0.1,458.85,500,360000,5,5
133.63,668.15,246.25,0,0.3,469.15,500,292500,5,25
4.57,22.85,21.8,0,0,361.75,500,63000,5,20
3.35,16.75,33.5,0,0,223.6,500,13500,5,20
5.94,29.7,25.2,0,0,381.25,500,63000,10,30
4.21,21.05,0,85.3,0,500,119.8,184500,10,35
74.66,373.3,176.75,0,0.15,451.9,500,243000,5,25
45.86,229.3,80.45,0,0.1,471.8,500,274500,5,15
31.39,156.95,4.15,7.9,0.05,499.85,499.35,319500,5,5
3.78,18.9,34.9,0.35,0,238.1,499.9,400500,5,5
3.71,18.55,14.75,0,0,391.35,500,108000,5,10
2.66,13.3,0,58.85,0,500,110.2,243000,5,10
2.92,14.6,30.05,0,0,218.5,500,0,10,30
34.74,173.7,144.35,0,0.1,384.55,500,40500,5,20
3.92,19.6,15.3,1.25,0,394.15,499,414000,5,25
2.63,13.15,20.5,0,0,269.95,500,81000,5,25
3.24,16.2,22.7,0,0,290.45,500,45000,5,15
62.17,310.85,188.1,0,0.15,427.8,500,198000,5,10
5.94,29.7,30.4,0,0,349.4,500,81000,5,10
2.7,13.5,27.9,0,0,217.8,500,414000,5,25
3.46,17.3,26.65,0,0,272.25,500,22500,5,15
5.8,29,30.05,0,0,347.2,500,144000,5,25
4,20,16.55,0,0,385.2,500,135000,10,30
2.59,12.95,26.1,0,0,222.25,500,85500,5,5
3.82,19.1,0,84.6,0,500,110.1,396000,5,10
3.2,16,26.65,0,0,257.35,500,90000,10,30
3.38,16.9,30.6,0,0,241.75,500,144000,10,30
3.24,16.2,20.15,0,0,313.3,500,76500,5,5
60.16,300.8,103.3,0,0.15,472.9,500,310500,5,20
3.06,15.3,0,59.75,0,500,124.05,220500,10,35
35.06,175.3,33.65,1.25,0.1,491.05,500,355500,5,5
5.15,25.75,0,132.5,0,500,95.4,391500,5,10
58.28,291.4,146.15,0,0.15,446.95,500,243000,5,15
46.15,230.75,106.2,0,0.1,454.2,500,166500,10,30
4.07,20.35,0,129.6,0,500,77.55,391500,5,10
3.2,16,22.15,0,0,292.8,500,27000,5,20
79.67,398.35,136.45,32.6,0,473,498.35,238500,5,10
5.58,27.9,28.8,0,0,347.9,500,31500,5,15
5.26,26.3,0,84.95,0,500,147.85,225000,5,5
82.04,410.2,200.9,0,0.2,449.05,500,288000,5,25
41.44,207.2,40.5,2.15,0.1,490.7,499.95,166500,10,30
2.84,14.2,12.6,0,0,374,500,49500,10,35
54.65,273.25,131.4,0,0.15,450.6,500,162000,5,25
3.74,18.7,26.3,0,0,289.75,500,126000,10,30
57.64,288.2,229.3,0,0.15,391.25,500,157500,5,25
2.92,14.6,0,67.5,0,500,105.7,369000,10,30
2.74,13.7,25,0,0,240.3,500,31500,5,20
56.12,280.6,94.3,0,0.15,473.95,500,247500,5,20
59.22,296.1,107.65,0,0.15,469.9,500,261000,5,10
2.56,12.8,22.5,0,0,247.25,500,58500,10,30
84.85,424.25,160.75,0,0.2,467.55,500,243000,5,10
2.7,13.5,0,56.7,0,500,115.8,180000,10,35
36.86,184.3,10.6,2.15,0.1,499.2,499.95,292500,10,30
6.34,31.7,27.55,0,0,377.4,500,45000,5,10
109.98,549.9,438.5,0,0.25,390.95,500,157500,5,20
41.47,207.35,86.05,0,0.1,461.8,500,274500,5,20
5.9,29.5,19.6,0,0,416.45,500,108000,5,10
59.26,296.3,161.3,0,0.15,439.15,500,243000,5,5
32.4,162,5.05,19.45,0.05,499.75,496.45,175500,10,30
3.42,17.1,0,25.4,0,500,279.25,207000,10,35
17.71,88.55,2.15,33.3,0.05,499.85,468,288000,10,35
4.14,20.7,17.65,0,0,380.45,500,139500,10,30
127.69,638.45,282.8,0,0.3,457.15,500,184500,5,20
120.17,600.85,323.8,0,0.3,440.15,500,247500,5,20
4.1,20.5,25.9,0,0,310.3,500,45000,5,25
5.22,26.1,0,137,0,500,93.55,189000,5,15
33.52,167.6,20.15,9,0.1,496.45,499.3,319500,5,20
3.1,15.5,27.9,0,0,242.8,500,76500,5,10
4.79,23.95,0,85.5,0,500,134.85,225000,5,20
51.7,258.5,129.4,0,0.1,447.1,500,256500,5,20
3.53,17.65,21.25,0,0,319.45,500,139500,5,10
39.67,198.35,1.6,12.4,0.1,500,499.05,360000,5,20
5.04,25.2,0,89.3,0,500,135.8,310500,10,30
3.74,18.7,0,125.65,0,500,73.6,378000,10,30
4.86,24.3,32.75,0,0,297.95,500,94500,5,25
2.81,14.05,20.7,0,0,280.8,500,112500,5,5
77.44,387.2,268.4,0,0.2,410.95,500,211500,5,20
2.95,14.75,21.4,0,0,283.75,500,22500,10,35
45.58,227.9,57.05,0,0.1,485.05,500,243000,5,10
2.92,14.6,26.8,0,0,239.2,500,58500,5,20
3.74,18.7,19.1,0,0,349.8,500,405000,5,10
4.07,20.35,34.55,0,0,253.75,500,409500,5,25
3.38,16.9,11,1.8,0,419.05,497.2,99000,5,25
56.88,284.4,125.65,0,0.15,457.35,500,306000,5,20
37.19,185.95,4.85,5.4,0.1,499.85,499.8,292500,10,30
58.82,294.1,215.65,0,0.15,403.2,500,202500,5,20
54.65,273.25,134.65,0,0.15,448.5,500,306000,5,25
35.5,177.5,27.35,0.55,0.1,494.15,500,247500,10,35
40.54,202.7,30.4,15.5,0.1,494.45,498.55,378000,5,5
2.74,13.7,26.1,0,0,232.4,500,67500,5,10
49.03,245.15,66.4,0,0.1,482.6,500,256500,5,15
3.89,19.45,0,108.7,0,500,88.05,387000,10,30
3.96,19.8,0.55,41.2,0,499.8,216.6,220500,10,35
4.21,21.05,39.6,0,0,234.7,500,153000,10,30
2.84,14.2,0,69.5,0,500,100.1,369000,10,30
4.68,23.4,24.65,0,0,344.25,500,36000,5,15
4.03,20.15,0,130.5,0,500,76.3,324000,10,35
2.95,14.75,22.7,0,0,272.45,500,13500,5,20
41.15,205.75,157.85,0,0.1,396.7,500,85500,10,35
3.85,19.25,26.8,0,0,291.7,500,126000,10,30
4.07,20.35,18.35,0,0,371.35,500,99000,10,35
59.04,295.2,140.4,0,0.15,451.55,500,310500,5,20
80.17,400.85,207.9,0,0.2,443.85,500,346500,5,20
2.95,14.75,0,56.15,0,500,127.05,315000,10,35
2.88,14.4,5.6,14.05,0,466,357.9,400500,5,15
86.47,432.35,83.9,1.1,0.2,490.85,500,373500,5,15
2.59,12.95,10.6,11.5,0,386.9,373.85,157500,10,35
88.13,440.65,199.8,0,0.2,455.4,500,279000,5,25
102.89,514.45,185.6,0,0.25,470.35,500,306000,5,25
3.42,17.1,0,80.1,0,500,104.4,193500,5,5
3.71,18.55,0,98.65,0,500,92.4,373500,10,30
3.02,15.1,25.55,0,0,254.4,500,54000,5,20
4.82,24.1,30.05,0,0,312.8,500,85500,5,15
3.1,15.5,0,21.6,0,500,291.5,427500,5,25
58.93,294.65,37.1,1.1,0.15,496.1,500,378000,5,5
118.84,594.2,314.8,0,0.25,441.85,500,310500,5,10
4.18,20.9,0,84.4,0,500,120.2,292500,10,35
3.49,17.45,0,19.25,0,500,335.8,54000,5,10
74.95,374.75,189.7,0,0.15,446.1,500,193500,5,20
67.43,337.15,172.25,0,0.15,445.25,500,306000,5,5
69.62,348.1,106.75,0,0.15,478.05,500,306000,10,30
2.95,14.75,21.4,0,0,283.75,500,4500,5,5
5.11,25.55,0,137.15,0,500,91.55,184500,5,15
4.07,20.35,0,107.65,0,500,92.85,387000,10,35
4.14,20.7,22.5,0,0,338.55,500,4500,10,30
29.92,149.6,8.65,5.75,0.05,499.15,499.65,319500,5,10
2.66,13.3,16.2,0,0,317.25,500,157500,10,35
86.54,432.7,190.8,0,0.2,457.5,500,198000,5,20
42.05,210.25,197.65,0,0.1,364.3,500,157500,10,30
5.15,25.75,26.45,0,0,348.8,500,54000,5,15
2.66,13.3,21.8,0,0,260.4,500,144000,10,35
76.18,380.9,156.4,0,0.15,462.55,500,265500,5,20
59.54,297.7,133.9,0,0.15,456,500,288000,5,25
90.61,453.05,242.3,0,0.2,440.9,500,162000,5,5
130.54,652.7,389,0,0.3,429.5,500,153000,5,5
4.68,23.4,20.35,0,0,377.3,500,130500,10,30
5.18,25.9,13.7,0,0,442,500,45000,5,20
4.21,21.05,14.4,0,0,412.7,500,130500,5,5
3.6,18,0,65.35,0,500,132.8,193500,10,35
3.02,15.1,28.45,0,0,234.4,500,121500,5,25
56.2,281,109.8,0,0.15,465.7,500,175500,5,25
3.42,17.1,0,131.75,0,500,64.35,351000,10,30
50.94,254.7,103.7,0,0.1,463.1,500,193500,5,10
2.92,14.6,0,56.5,0,500,125.1,369000,10,30
79.88,399.4,174.6,0,0.2,458.15,500,198000,5,5
56.41,282.05,34.9,14.75,0.15,496.2,499.3,171000,5,25
3.64,18.2,22.85,0,0,311.5,500,4500,5,10
3.06,15.3,20,0,0,303.8,500,117000,5,20
3.35,16.75,24.85,0,0,279.45,500,405000,10,35
69.7,348.5,208.8,0,0.15,428.9,500,279000,5,5
2.84,14.2,31.5,0,0,205.5,500,148500,10,35
59.8,299,123.1,0,0.15,462.35,500,337500,5,25
3.13,15.65,0,85.15,0,500,90.4,306000,10,30
2.81,14.05,0,29.35,0,500,215.9,202500,10,35
3.92,19.6,24.1,0,0,315.5,500,18000,5,20
99.36,496.8,120.8,1.25,0.25,485.85,500,391500,5,20
2.99,14.95,25.75,0,0,251.05,500,67500,10,30
32.83,164.15,165.25,0,0.1,352.35,500,153000,10,30
90.47,452.35,218.35,0,0.2,450.3,500,256500,5,20
34.38,171.9,0.2,48.4,0.1,500,481.3,324000,5,15
46.12,230.6,65.35,46.6,0.1,481.05,490.1,238500,5,15
4.68,23.4,26.1,0,0,333.75,500,9000,5,25
2.45,12.25,20,0,0,261.15,500,13500,10,30
3.71,18.55,22.5,0,0,318.05,500,4500,5,25
45.72,228.6,47.5,0.55,0.1,489.55,500,346500,5,15
3.38,16.9,27.55,0,0,261.45,500,63000,10,30
52.38,261.9,67.5,4.5,0.1,484.2,499.95,319500,5,20
70.24,351.2,226.25,0,0.15,420.35,500,337500,5,5
68.29,341.45,215.1,0,0.15,423.05,500,297000,5,20
40.14,200.7,41.05,0.2,0.1,489.85,500,355500,5,10
74.3,371.5,219.6,0,0.15,430.4,500,189000,5,10
56.12,280.6,138.6,0,0.15,448.3,500,189000,5,5
86.98,434.9,211.85,18.35,0.2,449.5,499.55,238500,5,25
47.95,239.75,232.55,0,0.1,358.9,500,157500,5,20
6.23,31.15,1.6,52.75,0,499.35,254.25,220500,5,5
7.42,37.1,0,78.3,0,500,214.1,225000,5,10
2.66,13.3,0,59.05,0,500,109.85,288000,10,35
52.52,262.6,115.2,0,0.1,457.9,500,180000,5,15
90.18,450.9,180,0,0.2,464.35,500,274500,5,25
140.9,704.5,262.6,0,0.3,468.5,500,166500,5,10
68.51,342.55,152.65,0,0.15,456.7,500,171000,5,10
7.09,35.45,0,107.65,0,500,156.4,225000,5,15
2.88,14.4,26.8,0,0,236.65,500,0,10,35
58.86,294.3,92.9,6.85,0.15,476.8,499.85,238500,5,15
3.89,19.45,33.65,0,0,250.2,500,13500,5,15
59.76,298.8,144.9,0,0.15,449.9,500,270000,5,10
32.9,164.5,43.55,0,0.1,483.35,500,171000,10,30
3.38,16.9,27.35,0,0,262.85,500,36000,5,20
40.03,200.15,37.45,0,0.1,491.45,500,270000,10,30
82.33,411.65,238.7,0,0.2,432.55,500,162000,5,10
3.17,15.85,15.85,0,0,353.55,500,45000,5,15
91.44,457.2,311.05,0,0.2,413.4,500,216000,5,20
4.18,20.9,0,126.2,0,500,81.7,396000,5,10
33.3,166.5,15.65,1.1,0.1,497.8,500,342000,5,15
4.32,21.6,18.7,0,0,378,500,135000,5,15
66.64,333.2,152.1,0,0.15,454.85,500,171000,5,10
52.92,264.6,118.45,0,0.1,456.35,500,288000,5,15
2.77,13.85,25.2,0,0,240.85,500,4500,5,25
3.71,18.55,17.65,0,0,362.25,500,94500,5,20
12.28,61.4,0,106,0.05,500,250.6,378000,5,20
2.92,14.6,25.75,0,0,246.6,500,0,5,15
4.54,22.7,0,133.2,0,500,84,391500,5,25
53.57,267.85,35.8,4.7,0.1,495.6,499.9,360000,5,15
3.17,15.85,14.6,0,0,367.75,500,31500,10,35
39.96,199.8,65.9,0,0.1,474.85,500,247500,10,30
50.65,253.25,25,25.9,0.1,497.6,497.4,306000,10,30
42.88,214.4,157.5,0,0.1,402.95,500,423000,5,10
3.67,18.35,31.3,0,0,252.9,500,81000,5,15
63.54,317.7,239.95,0,0.15,399,500,157500,5,5
74.41,372.05,164.35,0,0.15,457.35,500,378000,5,25
117.54,587.7,214.55,0,0.25,469.7,500,279000,5,15
106.49,532.45,347.75,0,0.25,418.65,500,153000,5,20
3.35,16.75,0,69.65,0,500,116.9,346500,10,30
2.95,14.75,24.85,0,0,255.2,500,0,5,25
58.21,291.05,159.5,0,0.15,438.45,500,333000,5,20
40.72,203.6,139.5,1.45,0.1,412.45,500,216000,5,10
3.64,18.2,0,108.2,0,500,82.95,396000,10,35
53.35,266.75,112.5,0,0.1,460.7,500,270000,5,20
66.49,332.45,176.6,0,0.15,441.55,500,252000,5,15
40.57,202.85,41.4,0,0.1,489.9,500,360000,5,20
3.67,18.35,19.1,0,0,346.4,500,409500,5,15
23.62,118.1,76.15,0,0.05,420.2,500,31500,5,15
3.06,15.3,19.8,0,0,305.7,500,58500,10,30
4.61,23.05,20.5,0,0,373.6,500,144000,5,10
3.28,16.4,23.6,0,0,285.35,500,45000,5,20
55.62,278.1,78.65,0,0.15,481.15,500,256500,5,20
3.6,18,20.7,0,0,328.1,500,31500,5,5
3.6,18,0,26.8,0,500,278.8,333000,10,30
3.6,18,22.15,0,0,315.35,500,40500,5,25
115.7,578.5,324,0,0.25,436.25,500,270000,5,15
3.96,19.8,27.9,0,0,289.35,500,108000,5,20
3.74,18.7,22.3,0,0,321.25,500,31500,10,30
48.89,244.45,139.3,0,0.1,434.4,500,207000,5,20
38.34,191.7,82.25,5.75,0.1,459.5,499.8,328500,5,15
4.75,23.75,22.85,0,0,360.3,500,135000,5,5
45.65,228.25,167.95,0,0.1,402.75,500,157500,10,30
2.84,14.2,27.2,0,0,231.4,500,18000,5,25
43.85,219.25,104.4,0,0.1,451.45,500,265500,5,20
4.75,23.75,0,137.35,0,500,85.2,171000,5,15
3.06,15.3,28.25,0,0,238.1,500,112500,5,15
63.79,318.95,124,0,0.15,466,500,162000,10,35
4.28,21.4,0,124,0,500,85.05,283500,10,35
37.33,186.65,39.6,1.6,0.1,489.1,500,283500,10,30
3.06,15.3,0,54,0,500,136.3,202500,10,35
3.1,15.5,16.75,0,0,339.6,500,418500,10,35
58.64,293.2,176.2,0,0.15,428.55,500,265500,5,25
134.53,672.65,293.95,0,0.3,458.15,500,189000,5,15
3.38,16.9,11,1.1,0,419.05,498.95,117000,5,10
4.61,23.05,22.7,0,0,356.25,500,27000,5,5
2.56,12.8,16.4,0,0,307.65,500,27000,10,35
56.92,284.6,139.5,0,0.15,448.95,500,252000,5,20
62.71,313.55,137,0,0.15,458.15,500,198000,5,25
2.81,14.05,24.85,0,0,246.1,500,72000,10,35
3.06,15.3,17.8,0,0,325.9,500,94500,5,5
52.6,263,126.9,0,0.1,450.3,500,351000,5,10
2.92,14.6,27.55,0,0,234.15,500,90000,5,10
28.4,142,1.1,15.5,0.05,500,497.05,319500,5,25
63.11,315.55,280.45,0,0.15,373.75,500,153000,5,5
4.18,20.9,18.55,0.2,0,373.95,500,414000,5,5
4.72,23.6,0,122.2,0,500,94.8,306000,10,35
3.6,18,21.95,0,0,317.05,500,31500,10,35
32.54,162.7,2.35,33.65,0.05,499.95,489.65,243000,5,20
3.53,17.65,28.6,0,0,262.6,500,121500,5,20
3.2,16,31.7,0,0,225.3,500,108000,5,15
9.83,49.15,0,119.15,0,500,190.65,193500,10,30
3.1,15.5,0,81.7,0,500,93.2,351000,10,35
89.06,445.3,218.9,0,0.2,448.7,500,355500,5,20
2.99,14.95,16.9,0,0,331.3,500,126000,10,35
91.3,456.5,156.8,0,0.2,472.9,500,283500,5,10
2.77,13.85,0,86.4,0,500,79.15,184500,10,30
3.85,19.25,0,61.9,0,500,148.5,324000,10,35
2.48,12.4,24.3,0,0,227.25,500,130500,10,35
3.1,15.5,20.5,0,0,301.55,500,90000,10,30
2.92,14.6,25.75,0,0,246.6,500,112500,5,15
3.02,15.1,26.8,0,0,245.45,500,31500,5,20
2.63,13.15,22.7,0,0,250.65,500,54000,10,35
3.53,17.65,0,84.6,0,500,102.1,373500,5,15
3.92,19.6,0,43.75,0,500,204.4,328500,10,30
82.4,412,106.4,0,0.2,484.1,500,319500,5,10
66.42,332.1,93.95,0,0.15,481.1,500,166500,5,20
2.88,14.4,29.35,0,0,220.25,500,58500,10,30
68.22,341.1,121.15,0,0.15,471.15,500,180000,5,25
